age,income,dependents,has_property,has_car,credit_score,job_tenure,has_education,loan_amount,loan_period,delay_days
47,19602,5,0,1,847,30,1,230837,1650,59
52,61736,3,1,0,382,34,1,225093,1560,7
18,127469,10,1,1,421,2,1,222579,1800,0
20,33561,3,0,1,462,16,0,695206,390,58
36,61231,3,1,0,801,2,1,267370,1680,12
57,71625,10,1,1,605,17,1,137894,540,0
80,26826,4,1,1,346,1,1,255244,270,9
64,17964,10,0,0,657,14,1,321550,660,35
76,88313,2,0,1,769,3,1,178436,240,0
19,34106,4,0,1,892,19,0,128592,1320,14
63,23636,1,0,1,392,15,0,109559,1290,22
76,28384,8,0,0,343,17,1,282748,1680,55
28,95464,1,0,0,665,29,0,448155,540,0
72,36775,9,0,0,644,9,1,354477,540,14
59,60144,10,1,1,449,12,0,108697,90,0
59,70966,2,1,0,816,6,0,233722,150,0
32,47960,9,1,0,431,6,1,382898,450,7
44,26615,10,1,1,748,27,0,204511,570,11
60,36664,0,1,0,865,29,0,129709,1200,11
80,14403,8,0,1,825,19,1,248076,1500,63
66,54125,6,1,1,375,36,1,544637,1170,34
22,66029,2,0,0,524,0,0,135711,690,0
21,29074,2,1,0,877,5,0,385030,1620,67
56,58533,8,1,1,543,29,0,403510,30,1
30,23541,1,1,1,486,34,0,169908,1620,42
74,34714,10,1,1,741,36,1,306265,780,17
22,49716,1,0,1,375,12,0,412787,210,5
51,30508,1,1,0,880,3,0,185375,1080,17
20,54618,8,1,1,352,24,1,271322,1290,10
59,41301,5,0,1,369,21,0,344428,210,6
77,42538,1,0,0,710,13,0,363183,900,18
74,41910,1,0,1,865,11,0,249383,420,4
36,25022,3,1,0,314,12,0,473226,1650,91
45,58826,9,0,0,686,27,1,367287,1560,19
39,26697,1,0,1,859,0,1,345973,540,22
45,41495,3,0,1,549,28,1,123631,1410,11
51,62796,0,1,1,420,14,1,372805,1440,14
24,16595,7,0,0,545,1,1,130697,1020,24
31,42238,6,1,0,318,14,1,176504,1110,9
32,189364,7,0,0,733,9,1,211826,1680,0
51,75464,8,1,0,317,33,1,118981,1050,0
33,106188,6,0,1,868,5,1,205206,1080,0
43,69069,8,0,1,888,1,0,147878,210,0
71,46104,2,1,0,837,38,1,653127,930,54
34,30298,5,0,1,472,9,0,368692,1260,48
51,87053,3,0,0,868,11,0,194222,1680,1
60,81986,4,1,0,488,2,0,259449,1530,2
78,36445,4,1,1,364,26,1,266966,1020,17
21,83566,9,1,0,697,11,0,161038,1590,1
22,56918,4,0,0,791,37,0,109509,1320,3
51,93907,6,1,0,824,38,1,147463,1230,0
72,57604,8,0,0,368,35,1,364567,90,1
77,34439,10,0,0,834,3,0,186229,1530,26
53,27320,6,0,0,461,36,1,701834,1770,144
73,141971,3,1,1,546,14,0,464436,990,0
44,81079,7,1,0,558,33,0,338786,1530,4
30,63643,4,0,1,462,20,0,605944,1770,55
26,60950,4,1,0,624,37,0,412137,1680,26
70,33071,2,0,1,428,32,1,157036,1050,12
40,10822,5,1,0,819,38,0,207064,1470,61
70,42261,9,0,0,745,6,1,507811,1620,66
20,29367,3,0,0,498,3,0,208891,870,15
49,157189,0,1,0,307,35,0,129755,1170,0
56,22782,7,0,0,524,6,0,106877,1440,27
66,26701,4,1,0,682,35,0,511555,270,34
25,42110,3,0,0,670,6,1,250754,510,5
47,23782,4,0,1,545,15,1,495401,60,28
73,63732,0,0,1,656,12,1,171685,1710,6
57,55103,4,1,1,507,40,0,172662,1140,3
72,91473,3,0,1,861,0,1,323947,1260,0
62,34800,9,0,1,314,33,0,237931,360,6
65,33720,2,0,1,456,36,0,160088,630,6
33,91526,6,0,1,676,6,1,115152,210,0
59,20323,0,0,0,792,19,0,296510,1230,51
27,38086,1,0,0,725,0,0,385825,510,15
59,90772,10,1,1,826,8,0,120771,1590,0
46,74332,4,1,1,863,17,0,245789,270,0
18,64227,2,1,1,431,19,1,184262,180,0
71,57554,4,1,1,533,3,0,381968,570,5
41,55714,5,1,1,444,33,0,300168,1740,21
36,62437,5,0,1,897,16,0,167576,1800,7
18,54177,6,1,1,451,21,0,275662,1710,19
41,35281,10,0,1,731,1,0,423423,1080,41
25,74960,7,1,1,685,19,0,268400,1770,6
64,45310,6,1,0,819,28,1,580420,1590,71
33,75328,5,0,1,751,33,0,178395,1440,1
35,82058,0,0,1,825,17,1,128280,570,0
32,48984,1,0,0,500,30,1,211718,240,1
23,12385,2,1,0,396,25,1,154005,1350,46
26,51083,4,0,1,497,3,1,270213,1140,9
62,29331,7,1,1,811,0,0,471981,360,29
29,32412,5,1,1,430,26,1,157335,780,8
62,46817,9,1,1,333,8,0,576853,1560,67
49,75481,2,1,0,892,32,0,571984,1020,11
38,70385,6,0,1,400,2,0,297074,1740,9
38,14139,10,0,1,574,23,0,149320,180,9
38,62155,10,0,0,538,15,0,307360,1320,8
63,79032,4,1,1,813,34,0,253299,120,0
30,60054,2,1,0,802,36,0,183861,1770,9
79,33334,1,1,1,645,18,1,564587,1650,92
57,54343,6,1,1,423,23,0,694505,750,40
66,43809,2,0,0,880,16,0,275497,900,10
67,53851,5,0,0,696,16,0,367641,450,4
57,35433,2,0,1,566,21,0,567401,90,24
33,52865,6,1,1,764,24,1,234448,1110,6
54,52646,9,0,0,339,8,0,176667,60,0
35,108675,6,0,1,435,11,1,401083,1380,0
29,26821,9,1,0,572,30,1,212240,1080,23
56,37919,6,0,1,365,13,0,263525,1680,37
42,52664,9,0,1,572,18,0,160450,360,0
62,64656,10,1,0,874,14,0,380562,1080,7
67,38215,0,1,0,831,21,1,591498,330,32
30,66755,5,0,1,464,32,1,104816,30,0
32,126164,8,0,1,746,23,0,266264,390,0
28,103181,9,0,0,523,30,0,392732,1680,1
58,85027,6,0,1,897,29,1,159953,90,0
24,59103,8,0,0,875,29,1,140171,1020,1
68,48125,4,1,1,315,9,1,330904,300,4
25,96934,5,0,1,675,40,1,614277,1200,5
66,49889,7,0,1,413,0,0,172643,1260,7
41,29752,7,1,1,703,23,1,140505,450,5
31,72588,10,1,1,788,19,0,368530,1800,13
47,69240,8,0,0,705,3,1,165465,960,0
74,15941,6,1,1,756,35,0,414794,30,27
44,61533,2,1,1,443,17,0,228854,240,0
65,55086,3,1,0,722,31,1,270335,300,1
52,44078,10,1,0,419,29,1,201448,180,1
35,77617,10,0,1,663,30,1,133587,330,0
18,57907,5,1,0,566,28,0,166519,1800,10
48,68471,3,0,0,528,7,0,319948,690,1
35,44771,7,0,0,551,3,1,215988,1350,14
76,29334,10,0,0,694,11,1,131765,30,2
63,48755,10,1,1,603,27,0,125594,1230,5
67,73582,10,0,0,827,11,0,174067,1680,2
69,19899,8,0,1,669,29,0,244116,1200,42
69,59533,2,1,1,733,39,0,304661,510,2
18,25292,1,0,0,305,38,0,322390,1290,50
64,35869,0,0,0,825,3,1,125560,1140,10
76,51220,2,0,1,685,32,0,366345,1590,29
47,93083,9,0,1,424,3,1,449967,1560,4
51,68547,4,1,0,393,13,0,338796,1260,6
37,22296,7,1,1,850,8,1,220716,1770,59
65,107137,8,1,0,843,38,0,171656,540,0
46,146737,2,1,0,803,7,1,296940,1110,0
39,26733,4,0,0,707,31,1,191921,1020,19
40,10000,10,1,0,688,27,0,145660,1650,60
53,40746,9,0,0,338,8,1,268386,300,4
20,101626,1,1,0,640,17,0,142554,990,0
62,43467,7,1,1,824,24,0,106410,900,3
72,163373,6,0,1,556,13,0,121181,210,0
37,73955,9,1,0,589,37,1,147030,630,0
62,62645,5,0,0,780,18,1,364467,630,3
59,143183,9,1,0,486,39,1,123867,600,0
76,51678,10,1,1,483,17,1,158883,90,0
50,43183,8,1,1,392,19,0,145292,780,3
42,27199,4,0,1,390,22,0,248695,360,10
28,33772,4,0,0,421,11,1,148445,1260,15
72,71715,1,0,1,588,23,0,469937,630,3
40,73694,0,0,0,529,34,0,105497,1410,0
64,46377,7,1,1,850,13,0,162592,1620,14
49,155367,3,0,1,614,32,1,508727,1620,0
53,55100,9,0,1,396,32,0,309809,810,5
26,70911,5,1,1,362,26,0,253656,360,0
41,52898,9,0,1,476,9,1,345043,1530,22
28,89109,1,1,0,482,19,0,148430,1170,0
69,36585,4,1,1,518,27,0,444949,60,11
33,19211,4,1,1,817,10,0,212921,420,14
24,62799,8,0,1,796,15,1,132830,1590,4
57,62054,8,1,0,730,29,1,157127,720,0
20,25923,7,0,1,675,12,1,150537,630,9
67,126633,0,0,0,551,32,1,465024,1500,0
77,48699,7,1,0,379,9,1,145788,1800,14
32,75462,7,1,1,609,17,0,104380,1650,1
71,48507,8,1,1,615,26,0,110129,390,0
63,123302,7,0,0,456,38,0,142221,120,0
36,58240,7,1,0,458,30,0,372977,600,4
78,33620,10,0,0,736,23,1,464409,1260,58
42,118443,4,1,0,312,22,1,354615,630,0
68,27041,2,0,0,682,33,0,168920,630,9
71,29779,7,1,0,361,31,1,194319,1590,35
68,63486,4,1,0,356,35,0,326893,1320,8
56,55603,10,1,0,365,28,1,185940,1710,11
35,28604,3,1,1,793,2,1,161869,990,14
77,34153,10,0,0,662,18,1,780525,1410,122
48,23915,3,1,0,463,2,1,209327,210,7
47,66451,2,0,1,402,4,0,100638,1650,2
35,41728,5,1,1,565,8,0,133332,1710,17
33,33006,3,0,1,855,21,1,276202,150,6
76,57428,4,0,1,367,28,1,355422,240,2
53,54868,0,1,1,803,38,0,143235,840,1
38,82026,3,1,0,846,6,1,148477,690,0
49,60993,3,1,0,636,27,0,163012,990,1
25,44847,6,0,0,407,28,0,447036,750,20
66,26542,7,1,0,399,14,0,102536,1350,19
35,64170,5,1,0,424,6,1,288532,720,2
31,94941,6,0,1,679,14,0,557773,690,1
43,40699,7,1,1,833,21,1,274714,1050,15
68,55775,3,0,0,461,11,0,378359,1110,13
73,69393,5,0,1,386,17,1,127714,1440,1
56,36477,6,1,0,517,23,1,103619,990,6
60,58318,10,1,1,529,17,0,288690,630,2
29,65173,0,0,0,676,9,0,187698,1410,3
57,86514,1,0,0,676,6,1,231289,1140,0
42,27616,1,1,0,832,3,1,365434,300,17
76,42555,9,0,0,542,14,1,121387,1500,11
47,40727,7,1,1,775,31,1,478662,870,33
42,62694,1,0,0,688,23,1,171031,1200,2
43,53226,6,0,0,643,12,0,180536,840,2
42,68902,3,1,1,831,39,0,374522,750,2
68,33616,6,1,0,376,11,1,122934,1530,19
47,60010,4,0,1,384,29,1,133060,1530,4
55,46634,7,0,1,593,7,0,195457,750,4
40,45676,2,1,0,562,12,1,144648,540,2
69,63330,9,0,1,730,10,0,146701,390,0
27,22765,3,0,0,830,32,1,198628,1320,36
49,111638,7,1,1,801,4,1,613152,1620,4
39,24574,4,0,1,856,28,1,171944,390,8
50,56093,0,1,0,543,32,1,273001,1290,9
37,66560,2,1,1,691,21,0,130073,180,0
30,78895,10,0,1,823,25,1,114246,150,0
39,94510,2,0,1,302,31,1,128155,360,0
59,49351,8,1,0,851,5,0,281850,570,4
48,37525,4,1,1,362,14,0,205887,390,4
78,99928,8,0,1,827,39,1,322993,1590,1
72,53594,9,0,0,409,8,1,132975,210,0
25,36477,1,0,0,873,4,1,239501,570,7
34,143399,0,1,1,386,7,0,117470,300,0
51,44031,7,1,1,780,4,1,178860,900,5
35,49002,4,0,1,577,14,0,472427,1080,28
67,48542,9,1,0,831,12,1,552728,1650,64
28,128093,4,0,0,848,7,0,351128,120,0
38,19340,5,0,1,802,22,0,505551,300,46
58,72635,9,0,0,386,12,0,656880,1650,43
47,43499,6,0,1,776,2,0,257473,1470,21
61,51736,1,0,0,699,19,1,381305,1140,17
35,36604,3,0,0,475,38,1,137415,1770,25
78,88674,1,1,1,656,25,0,111271,1500,0
76,31164,9,1,1,604,22,0,219689,30,3
28,47085,2,0,1,790,38,0,257626,1770,27
49,48160,6,0,0,504,2,0,110735,1410,6
28,73318,1,1,0,546,39,0,161084,1530,2
19,24051,7,1,0,383,31,1,180111,720,14
78,137553,2,0,1,630,1,1,253187,450,0
59,63407,8,0,1,444,23,1,233527,300,0
46,28823,5,0,1,505,21,0,276526,60,6
34,21419,3,0,0,401,19,0,238215,60,8
43,58221,8,0,0,686,22,0,160720,1680,7
63,53465,7,0,1,531,37,0,328972,360,3
74,44534,2,0,0,659,1,0,780124,1290,93
40,65421,9,1,1,833,4,1,171927,1590,4
63,53571,4,1,0,691,21,0,113714,1320,4
30,105412,4,1,1,777,25,1,209984,420,0
40,65934,2,0,0,566,4,0,354469,1740,16
53,48813,9,1,0,607,2,0,345918,210,3
75,36543,10,1,1,735,36,0,147504,420,3
37,54142,5,0,0,437,30,0,325909,450,3
51,55907,7,0,0,755,30,0,167577,1020,2
73,22479,4,0,1,736,26,0,123836,510,8
62,50217,5,1,0,776,19,1,644001,1710,78
31,20392,6,1,1,780,30,0,181547,1740,55
47,44214,4,1,1,638,40,1,332370,1170,20
66,10000,5,1,0,403,25,0,474996,600,69
66,28952,6,0,1,887,35,0,115719,780,8
30,37756,3,1,1,570,8,0,331243,600,13
18,58890,9,0,1,430,0,1,312299,30,0
53,45658,9,0,1,599,39,0,229022,120,1
39,33778,7,0,1,665,3,1,122225,30,1
30,19142,10,1,0,625,2,0,278835,870,35
74,50381,5,1,0,759,18,0,104079,750,1
72,11008,4,1,1,886,36,0,142706,1170,39
45,73552,4,1,1,305,2,1,563732,1260,17
80,41924,3,0,1,506,22,0,493258,1650,65
25,88705,8,1,0,772,14,1,180131,1110,0
38,33309,0,1,0,469,21,1,252765,1350,29
71,74737,9,1,1,862,24,1,172238,1410,1
71,51479,0,0,1,427,27,1,256275,120,1
48,29575,6,1,0,842,30,1,214487,210,5
77,48578,0,0,1,854,8,0,191484,480,2
25,52671,7,1,0,385,34,0,123246,1740,9
48,37774,10,1,1,306,33,1,175890,1530,20
70,53426,0,0,1,713,0,0,414711,1710,37
52,49929,2,1,0,726,24,0,315027,900,9
43,146520,0,0,1,455,24,1,291515,840,0
64,151259,8,1,0,519,40,0,170464,210,0
23,29123,7,0,1,775,25,1,121563,390,4
78,80792,5,1,1,642,6,0,175268,720,0
69,40128,6,1,0,713,10,1,174042,870,6
29,31321,0,0,1,318,10,0,173286,660,8
31,60910,4,0,1,889,32,0,330385,1110,7
48,36656,9,0,0,854,32,1,329703,1110,27
38,34447,5,1,1,757,11,0,289546,1560,42
57,106375,8,0,1,376,37,0,325336,1050,0
68,75685,3,1,1,790,15,1,298910,30,0
40,26531,3,0,1,808,20,0,135110,1290,21
73,36029,4,1,0,696,12,1,498588,720,36
41,25926,2,1,0,695,4,0,317936,180,12
55,27239,6,0,1,377,9,0,411390,1800,81
70,35902,3,1,0,476,11,0,142048,1770,26
75,76468,4,0,0,709,35,1,207986,1710,3
35,152985,10,0,0,478,24,0,543166,1230,0
20,46524,4,0,1,718,11,1,133481,1140,5
78,44321,1,1,1,854,33,1,606117,240,23
28,44939,7,1,0,598,24,1,229337,330,2
63,50759,2,0,0,572,25,0,177739,60,0
70,33692,5,0,0,503,11,0,110882,1770,25
64,48878,10,0,0,451,31,1,238687,930,6
60,49364,0,1,0,842,29,1,153821,1200,5
19,61358,0,0,0,568,37,1,175115,300,0
76,33651,4,0,1,799,19,0,266504,1170,24
33,25649,9,0,1,754,6,0,109201,510,6
59,51372,7,0,0,663,2,1,174948,180,0
72,41623,5,1,1,682,8,1,214982,480,3
57,54881,5,0,0,427,38,1,342773,150,2
31,58283,9,1,1,711,4,1,433023,1200,17
76,65328,0,1,0,865,28,0,219791,1140,2
20,71113,5,1,1,813,36,1,420307,1770,18
29,57878,3,0,0,697,28,0,643528,1260,48
63,84728,1,1,0,356,37,0,429378,750,1
79,62399,4,0,1,874,28,1,325197,480,2
62,17536,8,1,1,803,13,1,502371,180,44
42,69360,4,0,1,335,30,0,190969,990,1
63,35364,5,1,0,438,40,1,126401,90,1
76,84374,10,1,0,674,27,0,106272,1200,0
40,19807,5,0,1,731,34,1,107220,600,10
47,71725,2,1,0,610,34,1,466725,300,2
74,41530,1,0,1,498,23,0,335249,1380,30
21,32684,2,0,0,469,5,1,255744,1230,26
40,46905,10,0,1,455,30,1,353558,840,12
52,53831,9,1,1,771,40,1,207647,570,1
53,17987,2,0,0,812,5,1,210938,1350,46
73,47420,9,0,1,736,31,0,115096,660,1
73,52522,1,1,0,489,31,0,174103,1140,4
64,74331,8,1,1,864,15,1,292893,570,0
63,35262,5,0,0,715,24,0,255057,930,15
66,51647,3,0,1,336,2,1,121730,1650,8
32,50664,5,1,1,657,37,1,485815,390,11
50,28169,1,1,0,600,6,1,503009,480,40
63,142284,0,1,0,458,0,0,119656,120,0
54,51019,2,1,0,713,28,1,230013,1200,8
68,42624,3,0,0,871,27,0,395327,1500,43
63,71664,1,1,0,552,36,0,270526,570,0
18,44181,0,1,0,864,34,0,151740,1350,10
52,21938,4,1,0,691,13,1,495516,840,63
61,57991,2,1,0,833,14,1,102724,1740,6
38,32132,9,0,0,864,38,1,180244,930,12
74,57614,5,1,1,611,30,1,290430,870,4
40,56054,4,0,0,699,9,1,167290,420,0
32,36682,6,0,0,899,3,0,100327,1590,16
69,29072,4,0,1,362,12,0,138026,1020,13
21,112911,4,1,1,894,8,0,409205,1440,0
28,87002,9,0,1,504,14,0,296193,1380,1
63,26566,6,1,1,724,5,1,317435,360,15
38,145036,5,1,1,814,35,0,207584,120,0
19,96255,5,0,1,412,27,1,125471,480,0
33,30232,1,1,0,421,3,0,427202,1680,74
46,73663,5,0,0,811,18,1,149426,540,0
44,26430,3,0,0,460,35,1,276189,840,24
56,47256,4,1,0,487,20,0,189905,1380,11
64,77176,3,1,0,657,35,0,130780,30,0
60,98056,2,1,0,716,26,0,220646,240,0
23,107113,7,1,0,454,23,1,268242,1440,0
49,66792,3,0,0,866,12,1,385330,1350,10
47,45741,4,1,0,589,23,0,361621,1800,45
59,76426,7,0,1,799,27,1,317282,720,0
34,45377,5,0,1,592,26,1,131462,750,2
54,143599,9,1,0,730,11,1,109027,480,0
58,49874,3,1,0,529,39,1,497787,1020,28
35,40670,7,0,1,404,24,1,127614,1410,11
51,38101,8,1,0,669,32,1,214600,930,10
39,81779,10,0,1,729,19,0,250709,1590,2
79,31469,1,0,1,576,39,1,686075,600,68
38,72590,1,1,0,794,28,1,408923,540,1
56,98861,6,0,1,824,0,0,130991,510,0
39,59857,9,1,1,567,5,0,537457,960,19
36,74067,1,1,0,818,28,1,332582,1800,10
29,51181,10,1,1,517,10,0,384233,630,8
74,56946,6,0,1,363,32,0,287761,690,3
42,99917,0,0,1,884,15,1,289040,870,0
23,60988,5,1,0,306,17,0,328162,330,1
65,132580,0,0,1,340,18,0,562817,720,0
29,56349,0,0,1,702,26,1,182029,1770,11
48,131405,2,0,1,469,21,1,268999,1770,0
38,69073,9,1,0,607,22,0,570130,480,7
47,42760,6,1,0,428,21,0,158144,1140,8
31,26945,10,0,0,795,19,1,445029,1710,83
73,41718,8,0,1,616,10,1,139913,1230,9
21,31979,4,1,0,514,26,0,125172,960,9
49,11489,8,1,1,721,34,0,160118,60,9
19,48882,6,0,1,589,12,1,247076,1290,12
35,26767,0,0,0,532,25,0,178969,360,7
33,56486,7,1,1,883,37,0,319013,1500,16
49,28096,7,1,1,309,36,0,165334,930,14
72,102234,8,1,1,334,39,1,124314,390,0
51,59099,6,0,1,370,40,0,274336,1410,9
60,53239,10,1,1,594,35,0,493544,1560,44
23,29086,3,1,1,708,7,0,113935,1050,12
23,23703,10,0,1,362,24,1,341529,1080,46
42,30150,0,1,1,633,32,0,171027,390,5
24,72334,10,0,1,768,7,0,164407,1320,1
43,98727,7,1,1,836,15,0,167690,360,0
55,35192,5,1,0,673,16,0,572627,1350,75
24,65333,9,1,0,427,9,1,236107,180,0
28,60575,5,1,1,874,39,1,416249,750,7
48,35388,9,1,0,365,13,1,250464,1710,40
28,89130,10,0,0,526,18,0,181857,450,0
33,67588,0,0,0,681,6,1,420034,1680,19
53,39858,7,1,0,867,7,1,276148,420,6
32,41851,5,1,0,792,33,1,135208,690,3
23,27363,9,1,0,579,2,1,309917,810,26
32,105231,0,1,0,512,10,0,703396,630,1
65,113478,6,0,1,636,5,0,157727,1380,0
23,76890,0,1,1,831,22,1,234308,720,0
24,46865,0,1,0,878,26,0,821654,330,55
69,71516,2,0,0,488,18,0,315119,1080,2
34,12570,5,1,1,495,13,1,256421,1680,75
20,117852,7,1,0,630,19,1,310927,90,0
38,15903,4,1,0,741,0,0,216914,930,33
79,53916,3,0,0,744,25,0,118902,720,1
19,52518,8,0,0,369,34,1,125871,600,1
21,93646,10,1,0,852,30,1,144787,150,0
30,63929,4,0,0,853,18,1,152260,1740,5
32,43275,1,1,1,851,5,1,234503,780,7
22,45379,8,0,0,866,35,1,462971,1680,57
23,77562,10,1,1,462,10,0,307344,180,0
64,85148,2,1,0,864,4,1,267696,1230,0
20,50977,3,0,0,627,27,0,617102,690,31
49,34917,6,1,1,510,11,1,284172,1410,34
18,34979,4,0,0,531,29,1,147492,270,2
52,52972,8,0,0,642,22,1,491621,1410,37
68,61276,4,1,1,509,21,1,104211,570,0
36,73105,1,1,1,501,22,1,258955,1290,2
66,25202,7,1,1,399,15,1,237280,1530,46
22,68594,7,1,0,439,33,1,144811,330,0
69,99291,4,1,0,837,23,0,446771,390,0
31,60833,5,0,1,621,23,0,123049,660,0
58,110518,7,1,1,667,26,0,131839,900,0
39,59414,1,1,1,385,15,0,362692,120,1
76,83049,2,0,0,679,21,1,173855,990,0
71,59365,5,1,0,352,29,0,530777,1800,50
41,53742,6,0,0,866,21,0,269858,450,2
65,64332,7,1,1,331,30,1,162612,420,0
57,36506,4,0,1,775,23,0,245089,780,11
43,28121,9,0,1,814,9,1,145988,990,14
24,109901,6,1,0,857,9,0,187667,360,0
69,41839,3,0,1,454,26,0,652128,1680,94
40,47880,6,0,1,679,32,0,289636,180,2
54,62911,4,0,1,442,24,0,410798,1590,20
62,68244,9,1,1,661,40,1,342766,630,2
43,56942,2,1,0,315,22,0,527789,30,5
25,37486,5,1,0,557,21,1,190774,1710,28
26,48680,1,0,1,507,18,1,454023,150,7
27,19121,2,0,1,426,9,1,124664,90,5
60,25646,0,0,0,331,15,0,360862,1770,75
76,118414,4,1,1,410,16,1,296116,960,0
28,32637,0,0,0,776,2,0,541463,840,54
65,41458,1,1,0,792,5,1,488940,780,29
23,23112,0,0,0,531,29,1,178328,1200,28
64,34559,2,0,0,584,3,0,131886,120,1
31,19473,4,0,0,356,7,1,350789,150,19
71,25458,8,0,1,466,33,1,158795,1440,30
55,63598,8,1,1,746,36,1,285793,1800,14
38,43410,10,1,1,395,7,1,508020,1350,53
37,50685,1,1,0,531,6,0,475219,1410,39
34,44532,8,0,0,644,38,1,281792,270,3
39,36374,5,1,1,635,9,1,315095,840,17
36,37550,7,1,1,437,36,0,121357,690,4
59,39513,9,0,0,342,4,0,160223,810,5
40,34799,6,0,1,783,23,0,183329,60,2
76,198581,3,1,0,521,9,1,309838,90,0
42,78307,7,0,0,461,6,0,320840,1200,2
23,59494,8,0,0,773,12,1,898167,270,44
44,41401,10,1,1,318,17,0,350776,1050,22
30,38195,4,0,0,623,5,1,388291,570,16
24,85635,1,0,0,307,38,0,164910,1710,1
43,38276,5,0,1,309,25,1,112785,1350,11
18,35739,9,1,0,828,1,0,178145,1710,29
57,53176,10,0,1,832,25,1,302316,870,6
31,27195,5,0,1,836,10,1,146074,90,3
63,43761,6,1,0,492,12,0,256884,1200,14
32,39223,4,0,1,694,31,0,260608,1560,30
51,84472,4,0,1,333,16,0,186833,60,0
33,40832,3,1,1,793,24,1,140811,930,5
22,27067,10,1,1,797,16,1,425552,1170,58
27,44598,7,1,0,479,18,1,146989,420,1
31,25709,5,1,1,719,29,0,345163,1260,52
33,67454,1,1,1,760,18,0,118070,1680,3
21,76701,7,0,1,553,8,0,684075,690,12
63,89770,10,0,0,402,0,0,186834,720,0
38,53197,0,1,1,815,35,1,171732,390,0
31,113979,3,0,1,867,27,1,198469,660,0
66,51655,8,0,1,331,8,1,222188,270,1
60,46693,3,1,0,825,36,1,756236,1170,79
26,43860,1,0,1,740,4,0,218878,1140,11
59,55137,0,0,0,416,14,0,240946,180,0
35,62738,8,0,0,807,3,0,171946,750,0
36,43005,3,1,1,876,26,1,264897,300,3
28,54027,1,0,0,686,6,0,160693,720,1
39,47765,10,0,0,361,28,1,363340,990,15
50,23887,9,1,0,456,38,0,104317,60,2
23,40369,7,0,0,541,0,0,386682,1380,40
52,21101,6,1,0,832,30,0,137696,1710,45
57,22410,6,1,0,364,24,1,203396,180,7
63,44093,2,0,0,787,38,1,141787,1410,10
37,59465,5,0,0,768,9,1,132184,990,1
21,45787,9,1,0,483,25,1,131911,1020,4
46,93150,0,1,1,679,39,1,331322,90,0
42,17307,9,0,1,402,35,1,212443,210,11
70,39218,7,1,0,889,19,0,377219,780,19
54,71655,1,1,0,713,28,1,170939,630,0
45,40052,9,1,1,730,13,1,376874,30,6
77,58738,1,0,0,817,11,0,159174,1290,3
32,28063,7,1,0,679,39,1,238873,1440,38
62,120101,10,1,0,595,3,0,167927,1110,0
37,179720,4,0,0,746,27,1,503955,1740,0
27,69050,0,0,0,498,32,0,266703,990,2
54,128226,5,0,0,330,39,0,148367,270,0
54,61846,7,0,1,626,14,1,203611,570,0
70,62442,8,0,0,604,9,0,717229,1710,71
56,41903,9,0,1,723,6,0,236102,1620,25
58,113688,4,0,1,865,17,1,360721,1170,0
65,47906,3,1,1,460,12,1,182755,1650,15
30,21835,7,1,0,895,2,0,291731,1140,44
79,50639,0,1,1,444,38,0,226065,1530,14
73,45585,6,1,0,467,19,0,257677,1590,23
49,51077,9,1,0,333,33,1,154801,1260,5
23,64392,2,0,0,602,3,1,524504,30,2
39,50632,9,0,0,552,34,0,165990,120,0
27,72261,9,1,0,764,14,1,263595,180,0
25,52233,8,1,1,744,6,1,296521,1680,22
68,56913,4,0,0,585,28,1,565360,960,26
69,46545,1,0,1,601,14,0,237269,570,3
47,69708,4,1,0,332,27,0,132769,540,0
37,33682,0,0,1,689,36,0,224907,660,9
73,45437,1,1,0,607,29,0,333816,1470,28
44,84662,7,1,1,406,6,1,196952,1620,1
25,16797,3,0,1,426,39,1,179084,30,7
70,113772,9,0,0,784,23,0,306691,1350,0
77,83247,10,1,1,437,18,0,332879,270,0
45,14694,9,0,1,348,19,1,269727,450,24
27,15536,2,1,0,382,38,0,237733,810,32
20,62568,8,0,1,767,13,1,443443,300,3
69,76327,6,1,1,502,18,1,153265,1320,0
65,49736,3,0,1,402,38,0,234139,1680,18
76,61120,9,1,1,578,11,0,171165,1680,7
30,45009,4,1,1,649,13,1,108605,1410,8
28,72730,5,1,1,746,39,1,221634,210,0
68,42199,3,0,0,372,19,1,205261,780,6
37,27309,3,0,0,688,12,1,286687,690,19
37,35808,0,0,0,586,11,1,228782,1110,17
20,34010,2,0,0,894,25,1,169053,1650,28
18,69930,6,0,0,533,29,1,292613,90,0
74,71290,3,0,1,597,6,1,112556,1470,1
29,15931,7,1,1,305,23,1,355933,450,34
27,121421,3,0,1,406,31,1,119631,1650,0
52,82352,3,0,1,587,12,0,225757,540,0
24,53384,5,1,0,830,10,1,397924,1350,22
54,128399,3,1,0,747,10,0,464184,1500,0
63,114879,0,1,0,783,20,0,355080,600,0
61,26550,3,1,0,461,9,0,639134,60,46
44,61841,5,1,1,720,3,1,165746,1290,3
50,30295,5,1,0,587,6,0,392302,1410,58
39,62346,7,0,1,355,38,1,522312,1170,21
60,45600,4,1,1,612,8,0,237693,270,2
50,50815,4,1,0,355,38,1,104573,630,1
62,94225,3,1,0,823,19,0,186024,240,0
70,25627,4,0,1,818,38,1,162106,750,12
43,46257,2,1,0,470,25,0,263003,1770,28
56,22825,5,1,1,746,19,1,146859,1500,35
24,59400,4,1,0,692,6,0,222152,180,0
29,113280,7,0,0,654,10,1,192063,240,0
